"Location","iso3code","sex_ratio_linkedin_overall_unfiltered","sex_ratio_ilostat_prof_tech_unfiltered","sex_ratio_ilostat_total_management_unfiltered","sex_ratio_ilostat_senior_middle_management_unfiltered","sex_ratio_linkedin_overall_filtered","sex_ratio_ilostat_prof_tech_filtered","sex_ratio_ilostat_total_management_filtered","sex_ratio_ilostat_senior_middle_management_filtered","audience_counts_satisfy_observation_filter","sex_ratio_edu_ict","sex_ratio_edu_stem","sex_ratio_labour_force_part","iws_int_pentr","educ_attn_gg_subindex_raw","enrol_sec_educ_gg_raw","labr_force_gg_raw","enrol_ter_educ_gg_raw","hdi_fem","hdi_male","hdi_tot","econ_opp_gg_subindex_raw","gdp_capita_2020_recent","li_pen_labor_force_proftech_female_male","li_pen_labor_force_proftech_sex_ratio","Internet.Online.model.prediction","Group_18-24","Group_25-34","Group_35-54","sex_ratio_Age_18-24","sex_ratio_Age_25-34","sex_ratio_Age_35-54","sex_ratio_Age_55+","sex_ratio_Age_18-24_25-34","sex_ratio_Age_18-24_35-54","sex_ratio_Age_18-24_55+","sex_ratio_Age_25-34_35-54","sex_ratio_Age_25-34_55+","sex_ratio_Age_35-54_55+","sex_ratio_Age_18-24_25-34_35-54","sex_ratio_Age_18-24_25-34_55+","sex_ratio_Age_18-24_35-54_55+","sex_ratio_Age_25-34_35-54_55+","sex_ratio_Age_18-24_25-34_35-54_55+","sex_ratio_Company industry_M.Professional,scientificandtechnicalactivities","sex_ratio_Company industry_H.Transportationandstorage","sex_ratio_Company industry_Q.Humanhealthandsocialworkactivities","sex_ratio_Company industry_R.Arts,entertainmentandrecreation","sex_ratio_Company industry_G.Wholesaleandretailtrade;repairofmotorvehiclesandmotorcycles","sex_ratio_Company industry_C.Manufacturing","sex_ratio_Company industry_K.Financialandinsuranceactivities","sex_ratio_Company industry_J.Informationandcommunication","sex_ratio_Company industry_F.Construction","sex_ratio_Company industry_N.Administrativeandsupportserviceactivities","sex_ratio_Company industry_S.Otherserviceactivities","sex_ratio_Company industry_P.Education","sex_ratio_Company industry_O.Publicadministrationanddefence;compulsorysocialsecurity","sex_ratio_Company industry_I.Accommodationandfoodserviceactivities","sex_ratio_Company industry_B.Miningandquarrying","sex_ratio_Job seniority_ChiefXOfficer(CxO)","sex_ratio_Job seniority_Director","sex_ratio_Job seniority_Entry-level","sex_ratio_Job seniority_Manager","sex_ratio_Job seniority_Owner","sex_ratio_Job seniority_Senior","sex_ratio_Job seniority_Training","sex_ratio_Job seniority_VicePresident(VP)"
"Brazil","BRA",0.866666666666667,1.05798474584301,0.65016501650165,0.628664495114007,0.866666666666667,1.05798474584301,0.65016501650165,0.628664495114007,TRUE,0.170289258055335,0.578383968417168,0.731578947368421,0.70700002,1,1.0700001,0.74000001,1.35,0.755,0.76099998,0.759,0.63999999,15258.8508327006,1.28907508862391,0.819167450260452,1,0.388651379712398,0.388651379712398,0.190439176059075,1,0.904761904761905,0.633333333333333,0.383333333333333,0.951219512195122,0.8625,0.933928571428571,0.806060606060606,0.851282051282051,0.591666666666667,0.879245283018868,0.919815668202765,0.82906976744186,0.777401129943503,0.857761732851986,0.802648092369478,0.368126094570928,1.65735567970205,1.37294049234348,0.969181077989368,0.422230567029666,0.847085118271559,0.506988914136198,0.32972972972973,1.13726182074806,1.01666666666667,1.53674121405751,0.798829553767374,0.990566037735849,0.297222222222222,0.2875,0.207547169811321,0.770833333333333,0.527027027027027,0.285714285714286,0.84,0.807692307692308,0.3
"British Indian Ocean Territory","IOT",0.5,NA,NA,NA,0.5,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brunei Darussalam","BRN",0.695652173913043,0.746938775510204,0.492537313432836,0.477104874446086,0.695652173913043,0.746938775510204,0.492537313432836,0.477104874446086,TRUE,0.720000144480012,1.19009594810349,0.813599887371533,0.949,0.99000001,1.01,0.69,1.6900001,0.84600002,0.85399997,0.85299999,0.69999999,64673.2985705505,0.455607476635514,0.931337609883583,0.88,0.275459098497496,0.358931552587646,0.325542570951586,0.941176470588235,0.72,0.625,NA,0.80952380952381,0.75609756097561,0.73394495412844,0.673469387755102,0.604026845637584,0.520833333333333,0.742424242424242,0.726495726495726,0.676855895196507,0.613382899628253,0.692090395480226,NA,NA,NA,NA,NA,NA,NA,0.326923076923077,0.270676691729323,NA,NA,0.753086419753086,NA,NA,0.366666666666667,NA,0.629213483146067,0.632352941176471,0.427777777777778,NA,0.666666666666667,NA,NA
"Bulgaria","BGR",1.05263157894737,1.2254923655676,0.639344262295082,0.644736842105263,1.05263157894737,1.2254923655676,0.639344262295082,0.644736842105263,TRUE,0.632386815603463,0.584080372436305,0.794449822523395,0.66299999,0.99000001,0.97000003,0.88999999,1.25,0.80800003,0.81599998,0.81300002,0.72000003,24561.1826135398,0.387789599284081,0.8589458478265,0.984,0.181818181818182,0.407272727272727,0.363636363636364,1.08333333333333,1.07407407407407,0.851851851851852,0.666666666666667,1.07692307692308,0.923076923076923,0.981132075471698,0.962962962962963,1.02265372168285,0.828478964401295,0.984848484848485,1.03962703962704,0.8997668997669,0.94300518134715,0.967095851216023,1.25687666370896,0.626277372262774,1.53185595567867,0.913548387096774,1.02091633466135,0.697728596389051,1.21237993596585,0.740740740740741,0.676056338028169,1.08627450980392,1.30601092896175,2.12623762376238,1.19431279620853,1.03913043478261,0.590909090909091,0.403846153846154,0.884615384615385,0.979166666666667,0.8,0.546511627906977,1.19444444444444,1.15384615384615,0.564102564102564
"Burkina Faso","BFA",0.364864864864865,0.703725782414307,1.38663484486874,0.314060446780552,0.364864864864865,0.703725782414307,1.38663484486874,0.314060446780552,TRUE,0.419354747138403,0.259236499725486,0.779232927970065,0.182,0.81,0.87,0.87,0.49000001,0.39300001,0.45199999,0.42300001,0.70999998,2280.38003653286,0.176696990902729,0.518475909200178,0.644,0.353892821031345,0.451634647792383,0.175261206605999,0.363636363636364,0.425531914893617,0.368421052631579,NA,0.39766081871345,0.365217391304348,0.33857315598549,0.409090909090909,0.401203610832498,0.320366132723112,0.392344497607655,0.384833050367855,0.347970173985087,0.392156862745098,0.381928272007452,0.260956175298805,0,NA,0,0,0.138248847926267,0.457831325301205,0.221917808219178,0,NA,0.344322344322344,0.228571428571429,0.405117270788913,NA,0.205223880597015,0,0.270588235294118,0.429411764705882,0.307692307692308,0,0.4,0.478571428571429,0
"Burundi","BDI",0.416666666666667,0.789029535864979,0.479289940828402,NA,0.416666666666667,0.789029535864979,0.479289940828402,NA,TRUE,0.361528037470341,0.22203241343214,1.03353893600617,0.052999999,0.92000002,0.99000001,1.03,0.41999999,0.419,0.41800001,0.417,0.87,782.816588798388,0.300707547169811,0.52807486631016,0.7,0.286798179059181,0.479514415781487,0.233687405159332,0.26,0.436363636363636,0.283333333333333,NA,0.364864864864865,0.27037037037037,0.26,0.382352941176471,0.436363636363636,0.283333333333333,0.344897959183673,0.364864864864865,0.27037037037037,0.382352941176471,0.344897959183673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.340425531914894,NA,0.539473684210526,NA,NA,NA,0.316326530612245,0.463414634146341,0.37,NA,0.441176470588235,NA,NA
"Cambodia","KHM",0.843137254901961,0.749913284772806,0.317523056653491,0.251564455569462,0.843137254901961,0.749913284772806,0.317523056653491,0.251564455569462,TRUE,0.0921771284129443,0.200191454540828,0.858669967368066,0.486,0.89999998,0.92000002,0.88,0.62,0.55299997,0.60500002,0.58200002,0.66000003,4570.6942887569,0.186323092170466,1.12431299994558,0.781,0.316350316350316,0.456210456210456,0.203130203130203,1.02127659574468,0.985507246376812,0.742857142857143,NA,1,0.902439024390244,0.883977900552486,0.903846153846154,0.891218872870249,0.614657210401891,0.940397350993378,0.940794809407948,0.828667413213886,0.844564240790656,0.897030953885028,0.775280898876405,NA,NA,0.476190476190476,0.654054054054054,NA,0.874074074074074,0.767164179104478,0.611111111111111,0.821917808219178,0.6,0.91578947368421,NA,0.719047619047619,NA,0.438461538461538,0.571428571428571,0.916666666666667,0.742857142857143,0.573333333333333,0.858695652173913,0.978947368421053,0.522222222222222
"Cameroon","CMR",0.565217391304348,0.655888728323699,0.972386587771203,NA,0.565217391304348,0.655888728323699,0.972386587771203,NA,TRUE,NA,0.476634619757726,0.876818742293465,0.242,0.86000001,0.87,0.88,0.74000001,0.51300001,0.59299999,0.55599999,0.73000002,3804.07171078258,0.392712992254827,0.861758049644965,0.823,0.411327321626325,0.435057744027844,0.137636449928809,0.625,0.617647058823529,0.45,0.2625,0.621212121212121,0.577272727272727,0.607738095238095,0.573913043478261,0.601685393258427,0.427941176470588,0.594871794871795,0.612721893491124,0.566228070175439,0.563445378151261,0.588190954773869,0.531051964512041,0.476501305483029,0.79608938547486,0.385146804835924,0.586492890995261,0.291310541310541,0.743852459016393,0.386725663716814,0.217090069284065,0.507760532150776,0.512232415902141,0.588628762541806,0.552319309600863,0.894736842105263,0.273770491803279,0.272727272727273,0.336363636363636,0.555555555555556,0.4,0.292682926829268,0.5,0.714285714285714,0.275
"Canada","CAN",0.888888888888889,1.14915235518251,0.550387596899225,NA,0.888888888888889,1.14915235518251,0.550387596899225,NA,TRUE,0.427926209914006,0.45835308186465,0.876404494382023,0.92699999,1,1.01,0.91000003,NA,0.91600001,0.93000001,0.926,0.73000002,51341.7051667877,1.74721858218351,0.773517005713065,1,0.208171206225681,0.340466926070039,0.340466926070039,0.945454545454545,0.988636363636364,0.767676767676768,0.5,0.972027972027972,0.831168831168831,0.763440860215054,0.871657754010695,0.841269841269841,0.693430656934307,0.888429752066116,0.87292817679558,0.765625,0.808888888888889,0.835714285714286,0.949456127628716,0.467985611510791,2.25269343780607,1.23275862068966,1.08230072128722,0.424939050623835,0.986901011440889,0.528261893546868,0.283582089552239,0.959744722631321,1.73553719008264,1.521875,1.01919594349873,1.08264462809917,0.34185303514377,0.296774193548387,0.666666666666667,0.954545454545455,0.653846153846154,0.555555555555556,1,0.953488372093023,0.488888888888889
"Cape Verde","CPV",0.75,0.918478260869565,0.851851851851852,NA,0.75,0.918478260869565,0.851851851851852,NA,TRUE,0.785714285714286,0.734848526905419,0.789520426287744,0.47499999,0.98000002,1.14,0.64999998,1.4,0.63200003,0.66600001,0.65399998,0.61000001,7469.07557883617,0.991501416430595,0.816568047337278,0.925,0.374493927125506,0.435222672064777,0.190283400809717,0.947368421052632,0.653846153846154,0.566666666666667,NA,0.777777777777778,0.8,0.947368421052632,0.626315789473684,0.653846153846154,0.566666666666667,0.733333333333333,0.777777777777778,0.8,0.626315789473684,0.733333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.869565217391304,NA,0.840909090909091,NA,NA,NA,NA,0.33,0.62,0.47,NA,0.648648648648649,NA,NA
"Caribbean Nations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14285714285714,NA,0.344444444444444,1.14285714285714,NA,0.344444444444444,0.711111111111111,0.711111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.880597014925373,NA,NA,0.753846153846154,NA,NA
"Cayman Islands","CYM",1,1.05194805194805,NA,NA,1,1.05194805194805,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72480.5070063498,1.89873417721519,0.950617283950617,NA,0.125435540069686,0.278745644599303,0.464576074332172,0.894736842105263,1,0.818181818181818,0.661764705882353,0.966101694915254,0.833935018050541,0.768,0.882352941176471,0.877659574468085,0.78125,0.884130982367758,0.881632653061225,0.8,0.845588235294118,0.851612903225806,1.61363636363636,NA,NA,NA,NA,NA,1.47169811320755,NA,NA,NA,NA,NA,NA,0.842857142857143,NA,NA,0.645454545454546,1.175,0.733333333333333,0.525773195876289,1.06060606060606,NA,NA
"Central African Republic","CAF",0.354545454545455,NA,NA,NA,0.354545454545455,NA,NA,NA,TRUE,NA,NA,NA,0.052999999,NA,NA,NA,NA,0.31900001,0.40900001,0.36700001,NA,984.028049674848,NA,NA,0.674,0.295805739514349,0.399558498896247,0.304635761589404,0.456521739130435,0.392307692307692,0.38,NA,0.418918918918919,0.416666666666667,0.456521739130435,0.38695652173913,0.392307692307692,0.38,0.406832298136646,0.418918918918919,0.416666666666667,0.38695652173913,0.406832298136646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.382352941176471,NA,NA,0.336363636363636,NA,NA
"Chad","TCD",0.235714285714286,0.210059171597633,NA,NA,0.235714285714286,0.210059171597633,NA,NA,TRUE,NA,NA,NA,0.048999999,0.62,0.47999999,0.81999999,0.2,0.34999999,0.45199999,0.40400001,0.67000002,1645.09415290703,0.140994295028525,1.12213279678068,0.563,0.290697674418605,0.493355481727575,0.215946843853821,0.25,0.2375,0,NA,0.242105263157895,0.12962962962963,0.25,0.154054054054054,0.2375,0,0.180392156862745,0.242105263157895,0.12962962962963,0.154054054054054,0.180392156862745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.261904761904762,0,NA,0.246666666666667,NA,NA
"Chile","CHL",0.869565217391304,0.980483736447039,0.426533523537803,NA,0.869565217391304,0.980483736447039,0.426533523537803,NA,TRUE,0.146057459195197,0.231960707352415,0.700189240335226,0.77499998,1,1.04,0.72000003,1.14,0.82300001,0.85600001,0.84299999,0.56999999,25154.9928229185,1.8108312979028,0.886873677825939,0.996,0.308219178082192,0.404109589041096,0.246575342465753,0.956521739130435,0.903225806451613,0.636363636363636,0.363636363636364,0.925925925925926,0.8,0.861313868613139,0.792452830188679,0.836158192090395,0.590909090909091,0.842105263157895,0.883561643835616,0.761133603238866,0.759581881533101,0.81592039800995,0.769591346153846,0.420518602029312,1.90566037735849,0.978401727861771,0.871925561548035,0.363994664079554,0.982354063334605,0.476907741721121,0.260189838079285,0.8642786723628,1.38387096774194,1.59098228663446,1.01106111736033,0.921787709497207,0.254128440366972,0.357142857142857,0.461538461538462,0.803030303030303,0.5,0.564516129032258,0.804347826086957,0.923076923076923,1.36666666666667
"China","CHN",0.527272727272727,0.779817971110766,NA,NA,0.527272727272727,0.779817971110766,NA,NA,TRUE,NA,NA,0.803108808290156,0.58399999,0.97000003,0.94999999,0.83999997,1.16,0.73500001,0.76899999,0.75199997,0.66000003,16784.6593497155,0.340777703401692,0.676148469009613,0.784,0.345783224428568,0.465281838753146,0.180519183341385,0.563218390804598,0.663636363636364,0.479166666666667,0.273076923076923,0.619289340101523,0.533333333333333,0.554799107142857,0.607594936708861,0.65461811722913,0.468577075098814,0.591836734693878,0.614779559118236,0.528415697674419,0.602179327521793,0.588489499192246,0.538902926931986,0.465435356200528,0.769150599270453,0.536964980544747,0.608977875297129,0.440403286034354,0.488201160541586,0.460751927009596,0.257403189066059,0.645247148288973,0.816507503410641,0.888539325842697,0.26866381359962,0.360501567398119,0.328571428571429,0.466666666666667,0.741176470588235,1.38709677419355,1,0.540540540540541,1.23809523809524,1.23076923076923,0.471698113207547
"Christmas Island","CXR",0.575,NA,NA,NA,0.575,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cocos (Keeling) Islands","CCK",0.524590163934426,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colombia","COL",0.935483870967742,0.830425721941054,1.14592274678112,NA,0.935483870967742,0.830425721941054,1.14592274678112,NA,TRUE,0.303896904522671,0.50172405430054,0.708899876390606,0.63200003,1,1.08,0.75,1.15,0.74699998,0.74900001,0.74699998,0.75,15643.7314460931,1.9517272786416,1.12651119329628,1,0.407478427612656,0.38830297219559,0.182166826462128,1.02380952380952,0.975609756097561,0.727272727272727,0.314285714285714,1,0.921875,0.969230769230769,0.888888888888889,0.923595505617978,0.670588235294118,0.942857142857143,0.972254335260116,0.89037037037037,0.858646616541353,0.92258064516129,0.92880373882861,0.544642857142857,1.74159021406728,0.916519146557346,1.00356619443087,0.592197659297789,0.983063328424153,0.583403281190385,0.478388278388278,0.975931232091691,1.41849148418491,1.22100656455142,0.971749563699825,1.01010101010101,0.36875,0.431818181818182,0.848484848484849,0.883116883116883,0.463157894736842,0.474576271186441,0.966666666666667,0.935483870967742,0.75
"Comoros","COM",0.354166666666667,0.522222222222222,0.344086021505376,NA,0.354166666666667,0.522222222222222,0.344086021505376,NA,TRUE,NA,NA,0.732478974769724,0.153,NA,NA,NA,NA,0.465,0.53100002,0.50300002,NA,3209.09129100149,0.237226277372263,0.678191489361702,0.782,0.197860962566845,0.620320855614973,0.181818181818182,NA,0.901639344262295,NA,NA,0.561224489795918,NA,NA,0.578947368421053,0.901639344262295,NA,0.416666666666667,0.561224489795918,NA,0.578947368421053,0.416666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.363636363636364,NA,NA,NA,NA,NA
"Congo","COG",0.377777777777778,NA,NA,NA,0.377777777777778,NA,NA,NA,TRUE,0.364285701617347,0.262773745671054,NA,0.117,NA,NA,NA,NA,0.583,0.62400001,0.60600001,NA,3434.75567523643,NA,NA,0.766,0.281124497991968,0.413080895008606,0.269650028686173,0.484848484848485,0.44,0.305555555555556,NA,0.457831325301205,0.391304347826087,0.407124681933842,0.383720930232558,0.390763765541741,0.260047281323877,0.411764705882353,0.425531914893617,0.358565737051793,0.357529794149512,0.391061452513966,0.188284518828452,0,NA,NA,NA,0,0.330769230769231,0.260355029585799,0,NA,0,NA,0.330143540669856,NA,0.245535714285714,NA,0.256,0.425,0.275,NA,0.352941176470588,NA,NA
"Cook Islands","COK",0.9,1.14285714285714,0.733102253032929,0.457725947521866,0.9,1.14285714285714,0.733102253032929,0.457725947521866,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26666666666667,0.7875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Costa Rica","CRI",0.785714285714286,0.827403482210447,0.694915254237288,NA,0.785714285714286,0.827403482210447,0.694915254237288,NA,TRUE,0.254554188523614,0.474933432566855,0.631475409836066,0.86699998,1,1.05,0.63999999,1.24,0.77899998,0.80000001,0.79400003,0.61000001,20434.4084263187,1.55343827671914,0.949614429486342,0.988,0.35383996783273,0.39404905508645,0.213108162444713,1.04651162790698,0.884615384615385,0.606060606060606,0.347222222222222,0.957894736842105,0.855263157894737,0.946215139442231,0.776470588235294,0.819256756756757,0.559701492537313,0.8671875,0.914872798434442,0.811298076923077,0.74295010845987,0.839497041420118,0.763334576650504,0.464926590538336,1.18621236133122,0.853482786228983,0.712636874815034,0.460687960687961,0.708074534161491,0.471615008156607,0.279245283018868,0.771787960467206,1.05175983436853,1.46465222348917,0.873405299313052,0.682539682539683,0.350961538461538,0.3,0.564285714285714,0.708333333333333,0.4375,0.452941176470588,0.783132530120482,0.875,0.723404255319149
"Cote D’Ivoire (Ivory Coast)","CIV",0.576923076923077,0.356983718937446,1.32018561484919,0.285347043701799,0.576923076923077,0.356983718937446,1.32018561484919,0.285347043701799,TRUE,NA,NA,0.734818431492218,0.25600001,0.75999999,0.74000001,0.64999998,0.58999997,0.44600001,0.53100002,0.49200001,0.57999998,5455.36001247764,0.517807527153322,1.61610473060305,0.754,0.379521963824289,0.411821705426357,0.1921834625323,0.566666666666667,0.545454545454545,0.4875,0.457142857142857,0.555555555555556,0.539130434782609,0.561783439490446,0.526530612244898,0.541860465116279,0.485057471264368,0.541772151898734,0.553416149068323,0.536708860759494,0.524603174603175,0.540298507462687,0.542473330699328,0.444309927360775,0.581993569131833,0.484662576687117,0.789291882556131,0.344803854094976,0.717656631407648,0.377365930599369,0.32183908045977,0.532567049808429,0.519662921348315,0.427113702623907,0.493100944081336,0.897727272727273,0.359322033898305,0.292682926829268,0.366666666666667,0.578125,0.414285714285714,0.321428571428571,0.465116279069767,0.672413793103448,0.274509803921569
"Croatia","HRV",1,1.02664933376666,0.358695652173913,0.321003963011889,1,1.02664933376666,0.358695652173913,0.321003963011889,TRUE,0.265856914876312,0.637011922848938,0.790572273438859,0.90899998,1,1.03,0.87,1.37,0.82800001,0.83499998,0.83099997,0.67000002,29973.4260925049,0.577293136626042,0.974042418486863,0.94,0.178716490658002,0.438667749796913,0.341186027619821,1.2,1.25,0.826086956521739,0.416666666666667,1.23529411764706,0.939393939393939,0.992647058823529,1.04255319148936,1.14130434782609,0.770676691729323,1.07017543859649,1.15691489361702,0.887978142076503,0.99802371541502,1.03135313531353,1.1973544973545,0.372146118721461,1.7752808988764,0.951672862453532,1.00948366701791,0.541855203619909,1.40634441087613,0.583333333333333,0.404878048780488,0.89873417721519,1.62758620689655,2.36842105263158,0.967741935483871,0.978527607361963,0.301724137931034,0.4,0.733333333333333,0.91304347826087,0.68,0.518987341772152,1.13793103448276,1.38888888888889,0.645161290322581
